id,first_name,last_name,notes,birth_date,death_date,date_added,date_updated
239,Thomas,Knox,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
240,Jeff,Kressler,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
241,"",Kynaston,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
243,Homer,LaGassey,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
244,Francis,Lai,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
245,F. I.,Lankey,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
246,Lars-Erik,Larsson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
247,Keith P.,Latey,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
248,"",Laurendeau,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
249,Paul,Lavalle,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
250,H.,Lazarus,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
251,E. J.,Leach,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
252,Lester,Lee,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
253,Pierre,Leemans,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
254,Erik,Leidzen,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
255,Mitch,Leigh,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
256,Chester,Leoni,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
257,Adam P.,Lesinsky,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
258,Henderson,"Lewis, Young, and","",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
259,Norman,Leyden,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
260,Paul,Lincke,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
261,Harry J.,Lincoln,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
262,Alex F.,Lithgow,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
263,Larry,Livingston,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
264,Frank,Loesser,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
265,Frederick,Loewe,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
266,Robert,Logan,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
267,Newell H.,Long,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
268,Howard,Loomis,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
269,S.,Lope,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
270,Ronald,LoPresti,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
271,F. H.,Losey,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
272,Ernst,Luthold,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
273,Carl,Mader,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
274,Gustav,Mahler,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
275,Timothy,Mahr,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
276,Albert Hay,Malotte,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
277,Richard,Maltby,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
278,Henry,Mancini,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
279,Barry,Manilow,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
280,Ze,Manner,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
281,Bert,Mannin,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
282,Simone,Mantia,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
283,Pascual,Marquina,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
284,David,Maslanka,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
285,"",Massenet,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
286,W. Francis,McBeth,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
287,Robert,McBride,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
288,Earl E.,McCoy,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
289,James,McLeod,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
290,F. W.,Meacham,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
291,Felix,Mendelssohn,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
292,Alan,Menken,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
293,Peter,Mennin,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
294,Ted,Mesang,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
295,A. Stephen,Miescer,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
296,Bill,Moffit,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
297,John J.,Momssey,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
298,"",Monterde,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
299,Donald I.,Moore,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
300,Robi,Moore,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
301,Lucille,Morris,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
302,C. S.,Morrison,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
303,John J.,Morrissey,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
305,John,Moss,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
304,Robert Gorham,Morse,"",,,2025-07-03 04:00:00+00,2025-07-10 01:12:19.070743+00
306,Bennie,Moten,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
307,Modeste,Moussorgsky,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
308,Wolfgang A.,Mozart,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
309,WIliam H.,Myddleton,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
310,Theldon,Myers,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
312,Ron,Nelson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
313,Sammy,Nestico,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
314,Randy,Newman,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
315,Roger,Nichols,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
316,John,O�Reilly,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
318,"",Official US Navy B,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
319,Wayne,Oldham,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
320,A.,Olman,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
321,Glenn,Osser,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
322,Eric,Osterling,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
323,Leroy,Ostransky,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
324,Graham T.,Overgard,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
325,Jack,Owens,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
326,Jose,Padilla,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
327,G. Pierluigi,Palestrina,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
328,Frank A.,Panella,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
329,Louis,Panella,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
330,Marty,Panzer,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
331,Gabriel,Pares,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
332,Robert H.,Pearson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
333,Frank,Perkins,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
334,Vincent,Persichetti,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
335,A,Pestalozza,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
336,Ted,Peterson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
337,James D.,Ployhar,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
338,Eddie & George,Pole & Wyle,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
339,Cole,Porter,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
340,Sam,Pottle,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
341,Jacques,Press,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
342,Robert,Prince,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
343,Serge,Prokofiev,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
344,Arthur,Pryor,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
345,"",Pryor,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
346,"",Rado,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
347,"",Ragni,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
348,Maurice,Ravel,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
350,H. Owen,Reed,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
351,"",Regney,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
352,"",Rehmann,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
354,Ottorino,Respighi,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
355,J. J.,Richards,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
356,Clive,Richardson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
357,Nickolai,Rimsky-Korsakov,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
358,Lionel,Ritchie,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
359,Charles J.,Roberts,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
360,Daniel A.,Robles,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
361,Richard,Rodgers,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
362,Juventino,Rosas,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
363,David,Rose,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
364,George,Rosey,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
365,Gioacchino,Rossini,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
366,Ron,Roullier,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
367,Miklos,Rozsa,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
368,Ralph,Rydholm,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
369,Barry,Sadler,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
371,Manano,San Miguel,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
372,J.,Sanderson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
373,Bill,Sauter,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
374,A. Louis,Scarmolin,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
375,Willis,Schaefer,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
376,David,Schanke,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
377,Lalo,Schiffrin,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
378,William J.,Schinstine,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
379,Arnold,Schonberg,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
380,William,Schuman,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
381,Stephen,Schwartz,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
382,Ira P.,Schwarz,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
383,Roland F.,Seitz,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
384,Julius S.,Seredy,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
385,Larry,Shay,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
386,"",Shayne,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
387,John,Shea,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
388,Mich,Shea,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
389,R,Sherm,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
390,Richard,Sherman,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
391,Dimitri,Shostakovich,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
392,Harry,Simeone,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
393,Frank,Simon,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
394,Paul,Simon,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
395,Noble,Sissle,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
396,W. L.,Skaggs,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
397,Red,Skelton,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
398,Frank,Skinner,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
399,Claude T.,Smith,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
400,John Staffor ,Smith,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
401,"",Smith,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
402,Harry,Sosnik,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
403,John Philip,Sousa,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
404,Philip,Sparke,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
405,F. J.,St. Clair,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
406,Jack,Stamp,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
407,John,Stanley,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
408,William C.,Steere,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
409,William,Steffe,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
410,Max,Steiner,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
411,Theo.,Steinmetz,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
412,Glenn,Stevens,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
413,John,Stewart,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
414,Harry,Stone,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
416,Richard,Strauss,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
417,Charles,Strouse,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
418,Hugh M.,Stuart,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
419,Arthur,Sullivan,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
420,F. Von,Suppe,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
421,James,Swearingen,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
422,James L.,Tarver,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
423,John,Tatgenhorst,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
424,J. S.,Taylor,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
425,Otis,Taylor,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
426,C.,Teike,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
427,G. P.,Telemann,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
428,Jaime,Texidor,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
429,Ronald,Thielman,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
431,Nell,Toflerton,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
432,Mel,Torme,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
433,Peter I.,Tschaikovsky,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
434,"",Tschesnokoff,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
435,Terig,Tucci,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
436,A.,Turlet,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
437,Thomas,Tyra,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
438,Theo C.,Van Etten,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
439,"",various,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
440,Ralph,Vaughan Williams,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
441,Giuseppe,Verdi,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
442,M.,Vessella,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
443,Hector,VillaLobos,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
445,E. N.,von Resnicek,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
446,Albert,Von Tilzer,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
447,J. F.,Wagner,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
449,E.,Waldteufel,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
450,Harold L.,Walters,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
451,William,Walton,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
452,John,Wamngton,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
453,Samuel A.,Ward,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
454,Robert,Washburn,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
455,Bernard,Wayne,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
456,Jim,Webb,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
457,Andrew Lloyd,Webber,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
459,Paul,Webster,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
460,Jaromir,Weinberger,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
461,Percy,Wenrich,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
462,Floyd,Werle,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
463,Paul W.,Whear,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
464,Donald,White,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
465,William C.,White,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
466,Rudy,Wiedoeft,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
467,Clifton,Williams,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
468,Ernest S.,Williams,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
469,John,Williams,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
470,Pat,Williams,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
471,Paul,Williams,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
472,Meredith,Willson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
473,Haydn,Wood,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
474,Robert,Wright,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
475,Allie,Wrubel,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
476,Paul,Yoder,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
477,Vincent,Youmans,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
478,Victor,Young,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
479,John,Zdechlik,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
480,Hans,Zimmer,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
481,Charles A.,Zimmermann,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
483,Jaroslav,Maren,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
484,John,Wasson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
486,"",Puccini,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
487,Mark,Camphouse,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
489,David,Gillingham,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
490,Hugh,Martin,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
492,Dwayne,Milburn,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
493,James,Colonna,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
494,Richard,Addinsell,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
495,Richard,Saucedo,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
496,David,Wells,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
497,Lloyd,Larson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
499,W. Roy,Mitchell,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
500,Robert,Spittal,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
502,Randol,Bass,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
503,Bernhard,Heiden,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
505,Boris,Kozhevnikov,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
506,Gary,Sullivan,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
1965,Catherine,McMichael,Michigan composer,,,2025-07-05 15:39:18.079878+00,2025-07-05 15:39:18.079893+00
